author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Level Group,developer,https://www.cian.ru/sale/flat/296357478/,Москва,sale,flat,24,26,2,41.8,-1,0,,Нагатино-Садовники,Нагатинская набережная,10А,Нагатинская,Level Нагатинская
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303800477/,Москва,sale,flat,9,36,3,70.6,-1,0,51000000.0,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк
MR Group,developer,https://www.cian.ru/sale/flat/302792284/,Москва,sale,flat,7,13,1,94.3,-1,0,164419405.0,Мещанский,Садовая-Сухаревская ,14,Цветной бульвар,Клубный дом Forum
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/288962979/,Москва,sale,flat,4,6,3,143.7,-1,0,167000000.0,Пресненский,Большой Гнездниковский переулок,3,Пушкинская,Респект
Концерн КРОСТ,developer,https://www.cian.ru/sale/flat/299370745/,Москва,sale,flat,2,6,1,39.0,-1,0,19500000.0,Хорошево-Мневники, Саляма Адиля,2А,Народное Ополчение,Wellton SPA Residence
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/300431343/,Москва,sale,flat,8,8,4,212.3,-1,0,320000000.0,Замоскворечье,Озерковская набережная,52А,Павелецкая,Дом на Озерковской
MR Group,developer,https://www.cian.ru/sale/flat/303451581/,Москва,sale,flat,11,29,2,55.8,-1,0,21011728.0,Южнопортовый,Волгоградский проспект,32/3к4,Дубровка,Метрополия
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/297615874/,Москва,sale,flat,47,54,3,160.8,-1,0,188800000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Tekta Group,developer,https://www.cian.ru/sale/flat/301260310/,Москва,sale,flat,2,32,3,64.7,-1,0,30460760.0,Даниловский,,,Павелецкая,Era
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/294106848/,Москва,sale,flat,4,6,3,145.0,-1,0,167000000.0,Пресненский,Большой Гнездниковский переулок,3,Пушкинская,Респект
Сбербанк Капитал,developer,https://www.cian.ru/sale/flat/288177352/,Москва,sale,flat,3,7,3,127.0,-1,0,133216675.0,Якиманка,Софийская набережная,36,Новокузнецкая,Резиденция 1864
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/300942839/,Москва,sale,flat,2,7,2,82.6,-1,0,38000000.0,Беговой,Ленинградский проспект,15С28,Белорусская,Bolshevik
КОРТРОС,developer,https://www.cian.ru/sale/flat/289743607/,Москва,sale,flat,33,41,2,66.47,-1,0,32756416.0,Пресненский,Шелепихинское шоссе,,Шелепиха,Headliner
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/303902201/,Москва,sale,flat,17,24,2,45.0,-1,0,37000000.0,Хорошевский,Хорошевское шоссе,25Ак2,Полежаевская,Династия
MR Group,developer,https://www.cian.ru/sale/flat/298871363/,Москва,sale,flat,2,48,2,52.6,-1,0,18852892.0,Покровское-Стрешнево,Вишневая ,7С128,Тушинская,Мультиквартал CITYZEN
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/304137667/,Москва,sale,flat,3,21,3,92.2,-1,0,108335000.0,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
СТ Тауэрс,developer,https://www.cian.ru/sale/flat/302833885/,Москва,sale,flat,42,66,2,67.4,-1,0,64704000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/294029718/,Москва,sale,flat,47,54,3,163.0,-1,0,188800000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Главстрой,developer,https://www.cian.ru/sale/flat/301772072/,Москва,sale,flat,5,35,3,95.73,-1,0,47003430.0,Котловка,31/2,31/2,Профсоюзная,Новые Академики ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/294675252/,Москва,sale,flat,4,7,3,131.4,-1,0,104041189.0,Пресненский,Никитский бульвар,12,Арбатская,
Стадион Спартак,developer,https://www.cian.ru/sale/flat/292442347/,Москва,sale,flat,3,13,1,45.4,-1,0,23081360.0,Покровское-Стрешнево,Северо-Западный ао,,Спартак,Клубный Город на Реке Примавера ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303801601/,Москва,sale,flat,32,36,3,113.0,-1,0,135000000.0,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк
COLDY,developer,https://www.cian.ru/sale/flat/297997304/,Москва,sale,flat,2,14,1,101.91,-1,0,183834633.0,Хамовники,переулок 1-й Тружеников,12,Киевская,Хамовники 12
White and Broughton,real_estate_agent,https://www.cian.ru/sale/flat/299890518/,Москва,sale,flat,9,40,1,41.5,-1,0,32000000.0,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк
MR Group,developer,https://www.cian.ru/sale/flat/301223453/,Москва,sale,flat,2,39,2,60.57,-1,0,21980883.0,Западное Дегунино,Северный ао,,Селигерская,Селигер Сити ЖК
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/298157610/,Москва,sale,flat,47,50,3,160.8,-1,0,194800000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Пионер,developer,https://www.cian.ru/sale/flat/301460003/,Москва,sale,flat,4,11,3,193.9,-1,0,195414552.0,Даниловский,,,Павелецкая,Опус ЖК
White and Broughton,real_estate_agent,https://www.cian.ru/sale/flat/299860953/,Москва,sale,flat,9,41,1,40.5,-1,0,27000000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
Трансстройинвест,developer,https://www.cian.ru/sale/flat/296222970/,Москва,sale,flat,17,22,2,58.9,-1,0,29460366.0,Останкинский,проезд Ольминского,4,ВДНХ,Сенатор
White and Broughton,real_estate_agent,https://www.cian.ru/sale/flat/300468311/,Москва,sale,flat,37,41,3,97.2,-1,0,72500000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/303040450/,Москва,sale,flat,6,27,3,112.1,-1,0,77573200.0,Замоскворечье,Шлюзовая набережная,2/1С1,Павелецкая,Элитный жилой комплекс 
White and Broughton,real_estate_agent,https://www.cian.ru/sale/flat/301763282/,Москва,sale,flat,39,41,2,56.9,-1,0,40000000.0,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
Sminex,developer,https://www.cian.ru/sale/flat/303125654/,Москва,sale,flat,8,14,1,44.6,-1,0,26190000.0,Раменки,проспект Генерала Дорохова,39к2Л,Ломоносовский проспект,Собрание клубных домов West Garden
White and Broughton,real_estate_agent,https://www.cian.ru/sale/flat/292933473/,Москва,sale,flat,16,40,1,41.1,-1,0,31500000.0,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк
PIONEER,developer,https://www.cian.ru/sale/flat/301513596/,Москва,sale,flat,4,22,3,80.8,-1,0,35519841.0,Марьина роща,Полковая ,1С12,Савёловская,PRIDE
White and Broughton,real_estate_agent,https://www.cian.ru/sale/flat/301550653/,Москва,sale,flat,13,41,1,41.5,-1,0,31000000.0,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
VOS HOD,developer,https://www.cian.ru/sale/flat/300560439/,Москва,sale,flat,8,17,2,71.8,-1,0,43991860.0,Филевский парк, Василисы Кожиной,вл25/1,Филёвский парк,AHEAD
White and Broughton,real_estate_agent,https://www.cian.ru/sale/flat/300054899/,Москва,sale,flat,37,41,5,155.5,-1,0,150000000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
ASTERUS,representative_developer,https://www.cian.ru/sale/flat/299661848/,Москва,sale,flat,2,14,2,57.0,-1,0,28160045.0,Покровское-Стрешнево,,,Тушинская,Алиа ЖК
TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/291342956/,Москва,sale,flat,6,6,4,169.0,-1,0,90000000.0,Пресненский,Мерзляковский переулок,13,Арбатская,
MR Group,developer,https://www.cian.ru/sale/flat/298874818/,Москва,sale,flat,5,36,1,40.8,-1,0,28362079.0,Беговой,Ленинградский проспект,вл8,Белорусская,Slava
ID 66746840,homeowner,https://www.cian.ru/sale/flat/303517026/,Москва,sale,flat,26,28,4,134.0,-1,0,64900000.0,Филевский парк,Береговой проезд,1Б,Фили,мой адрес На Береговом
Трансстройинвест,developer,https://www.cian.ru/sale/flat/299589652/,Москва,sale,flat,2,24,1,43.5,-1,0,17768630.0,Очаково-Матвеевское,Мичуринский проспект,72А,Озёрная,ОМ
ВСЕ НАЧИНАЕТСЯ С МЕЧТЫ,real_estate_agent,https://www.cian.ru/sale/flat/303591909/,Москва,sale,flat,17,39,4,108.0,-1,0,79000000.0,Раменки, Лобачевского,120к1,Аминьевская,Крылья
TOUCH,developer,https://www.cian.ru/sale/flat/302838481/,Москва,sale,flat,6,13,2,60.31,-1,0,35498000.0,Южнопортовый,,к3,Дубровка,Шампайн ЖК
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/303087900/,Москва,sale,flat,8,8,2,101.61,-1,0,135000000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Tekta Group,developer,https://www.cian.ru/sale/flat/301261484/,Москва,sale,flat,25,34,3,59.3,-1,0,28653760.0,Обручевский,,,Калужская,Эвер ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303070435/,Москва,sale,flat,7,14,4,91.43,-1,0,67000000.0,Раменки,проспект Генерала Дорохова,39к2М,Минская,Собрание клубных домов West Garden
Колди,developer,https://www.cian.ru/sale/flat/304249322/,Москва,sale,flat,4,21,2,43.29,-1,0,12125294.0,Нижегородский,,,Калитники,Н'айс Лофт ЖК
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/304079892/,Москва,sale,flat,8,21,4,136.0,-1,0,168700000.0,Пресненский, Костикова,4к3,Улица 1905 года,Lucky
Мангазея,developer,https://www.cian.ru/sale/flat/301581616/,Москва,sale,flat,2,21,3,101.2,-1,0,46579830.0,Щукино,Щукинская ,,Щукинская,Интонация
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/303582856/,Москва,sale,flat,4,21,2,56.2,-1,0,60000000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
Киноцентр,developer,https://www.cian.ru/sale/flat/299129250/,Москва,sale,flat,8,20,3,88.37,-1,0,72929576.0,Пресненский, Красная Пресня,3,Краснопресненская,SkyView
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301644588/,Москва,sale,flat,4,14,4,132.8,-1,0,87500000.0,Раменки,проспект Генерала Дорохова,39к1Г,Минская,Собрание клубных домов West Garden
COLDY,developer,https://www.cian.ru/sale/flat/303330161/,Москва,sale,flat,4,15,3,112.49,-1,0,83105912.0,Даниловский, Серпуховский Вал,7,Тульская,Дом 7 Даниловский
Центрис,real_estate_agent,https://www.cian.ru/sale/flat/303087975/,Москва,sale,flat,9,11,4,199.37,-1,0,279750000.0,Хамовники, Усачева,11И,Спортивная,Садовые кварталы
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/303141463/,Москва,sale,flat,2,10,3,71.9,-1,0,27688690.0,,,В17 кв-л,Опалиха,Сберсити ЖК
Центрис,real_estate_agent,https://www.cian.ru/sale/flat/303087980/,Москва,sale,flat,3,7,3,154.2,-1,0,281441919.0,Хамовники,переулок Коробейников,1,Парк Культуры,Кристалл Хаус
ДОНСТРОЙ,developer,https://www.cian.ru/sale/flat/304095566/,Москва,sale,flat,2,49,2,67.2,-1,0,29749440.0,Раменки,Кинематографический кв-л,,Мичуринский проспект,Событие ЖК
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/303088032/,Москва,sale,flat,3,7,3,154.2,-1,0,281441919.0,Хамовники,переулок Коробейников,1,Парк Культуры,Кристалл Хаус
MR Group,developer,https://www.cian.ru/sale/flat/300288449/,Москва,sale,flat,8,49,3,89.97,-1,0,36659496.0,Савеловский,,,Дмитровская,Симфония 34 ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302604645/,Москва,sale,flat,40,53,4,165.0,-1,0,123130839.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
КРОСТ,developer,https://www.cian.ru/sale/flat/296745539/,Москва,sale,flat,21,28,1,36.9,-1,0,18117900.0,Хорошево-Мневники, Генерала Глаголева,,,CRYSTAL Трилогия
Центрис,real_estate_agent,https://www.cian.ru/sale/flat/303087973/,Москва,sale,flat,2,11,4,147.36,-1,0,150000000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Среда,developer,https://www.cian.ru/sale/flat/303859242/,Москва,sale,flat,3,13,3,71.3,-1,0,26152840.0,Очаково-Матвеевское,Очаково мкр,,Аминьевская,Среда на Лобачевского
Центрис,real_estate_agent,https://www.cian.ru/sale/flat/303087993/,Москва,sale,flat,13,16,3,101.54,-1,0,114900000.0,Хамовники, Усачева,11,Спортивная,Садовые кварталы
Sense Development,developer,https://www.cian.ru/sale/flat/302789588/,Москва,sale,flat,6,13,3,100.5,-1,0,65328619.0,Даниловский,Подольское шоссе,3,Тульская,Logos
САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/303087895/,Москва,sale,flat,5,8,4,173.9,-1,0,225900000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Концерн КРОСТ,developer,https://www.cian.ru/sale/flat/298380294/,Москва,sale,flat,4,19,2,62.1,-1,0,27572400.0,Щукино, Ротмистрова,2,Октябрьское поле,Театральный квартал
ID 413522,realtor,https://www.cian.ru/sale/flat/303087596/,Москва,sale,flat,10,13,3,150.7,-1,0,166790000.0,Хамовники, Усачева,11Б,Спортивная,Садовые кварталы
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/303040423/,Москва,sale,flat,2,6,3,119.45,-1,0,152418200.0,Замоскворечье,Космодамианская набережная,4/22С8,Новокузнецкая,Клубный дом Космо 4/22
ID 413522,realtor,https://www.cian.ru/sale/flat/303087529/,Москва,sale,flat,4,6,3,219.4,-1,0,289445424.0,Хамовники, Остоженка,11,Кропоткинская,Остоженка 11
Level Group,developer,https://www.cian.ru/sale/flat/301555238/,Москва,sale,flat,13,24,2,45.6,-1,0,,Покровское-Стрешнево,Северо-Западный ао,,Тушинская,Левел Стрешнево ЖК
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301916112/,Москва,sale,flat,4,5,3,115.0,-1,0,95000000.0,Хамовники,Кропоткинский переулок,4С1,Парк Культуры,
Основа,developer,https://www.cian.ru/sale/flat/297432252/,Москва,sale,flat,4,31,2,46.0,-1,0,21160000.0,Марфино,,к1,Улица Милашенкова,Вери ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/301317101/,Москва,sale,flat,4,6,5,213.9,-1,0,325417219.0,Арбат,переулок Романов,5,Библиотека им. Ленина,
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/301910925/,Москва,sale,flat,18,23,3,78.9,-1,0,36451800.0,Басманный, Фридриха Энгельса,56,Бауманская,Премиум-квартал 
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/303219392/,Москва,sale,flat,7,8,4,201.0,-1,0,110000000.0,Тверской,Сущевская ,31,Менделеевская,
Абсолют Недвижимость,developer,https://www.cian.ru/sale/flat/304065719/,Москва,sale,flat,2,18,3,126.3,-1,0,115916000.0,Хамовники,,,Воробьёвы горы,Коллекция Лужники ЖК
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/302453838/,Москва,sale,flat,11,37,3,88.0,-1,0,42000000.0,Хорошево-Мневники,Шелепихинская набережная,34к1зд5,Шелепиха,Сердце Столицы
Группа Родина,developer,https://www.cian.ru/sale/flat/293156291/,Москва,sale,flat,2,24,1,40.3,-1,0,23694900.0,Ростокино,,к3,Ботанический сад,Союз ЖК
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/304180792/,Москва,sale,flat,16,29,4,118.0,-1,0,64000000.0,Раменки,Мосфильмовская ,74Б,Ломоносовский проспект,Мосфильмовская
Level Group,developer,https://www.cian.ru/sale/flat/301987446/,Москва,sale,flat,25,31,2,40.1,-1,0,,Западное Дегунино,Северный ао,к3,Верхние Лихоборы,Левел Селигерская ЖК
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/303800679/,Москва,sale,flat,50,64,2,85.0,-1,0,59000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Hutton Development,developer,https://www.cian.ru/sale/flat/303616418/,Москва,sale,flat,3,6,3,134.1,-1,0,254790000.0,Якиманка,Софийская набережная,34С3,Новокузнецкая,Клубный дом DUO
Центрис,real_estate_agent,https://www.cian.ru/sale/flat/303087977/,Москва,sale,flat,9,13,5,197.0,-1,0,312480000.0,Хамовники, Усачева,11Д,Спортивная,Садовые кварталы
Ташир,developer,https://www.cian.ru/sale/flat/302567279/,Москва,sale,flat,12,32,3,124.2,-1,0,43580637.0,Черемушки,Херсонская ,43к5,Зюзино,ONYX Deluxe
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298876203/,Москва,sale,flat,3,8,5,236.0,-1,0,518908539.0,Пресненский,Богословский переулок,12А,Пушкинская,Сытинский
Sminex,developer,https://www.cian.ru/sale/flat/303262675/,Москва,sale,flat,20,26,1,35.93,-1,0,21290000.0,Марфино, Академика Королева,21,Бутырская,Дом Достижение
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/303533444/,Москва,sale,flat,20,29,4,92.9,-1,0,31500000.0,Фили-Давыдково, Ивана Франко,6,Кунцевская,MainStreet
GloraX,developer,https://www.cian.ru/sale/flat/303477025/,Москва,sale,flat,4,21,1,53.11,-1,0,29079999.0,Беговой, 1-я Ямского Поля,28С3,Белорусская,GloraX Premium Белорусская
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/303087936/,Москва,sale,flat,2,17,5,242.0,-1,0,240000000.0,Пресненский, Сергея Макеева,9к2,Улица 1905 года,RedSide
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/298516162/,Москва,sale,flat,2,12,3,104.73,-1,0,47013297.0,,,В19 кв-л,Павшино,Сберсити ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303772779/,Москва,sale,flat,5,24,5,182.0,-1,0,145000000.0,Раменки,Ломоносовский проспект,25к3,Университет,Dominion
Sminex,developer,https://www.cian.ru/sale/flat/304094787/,Москва,sale,flat,3,24,1,51.4,-1,0,53340000.0,Пресненский,Электрический переулок,1с22,Белорусская,Квартал Тишинский бульвар
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/245218694/,Москва,sale,flat,11,22,4,194.0,-1,0,150000000.0,Раменки,Ломоносовский проспект,25к2,Университет,Dominion
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/299934980/,Москва,sale,flat,3,13,3,89.86,-1,0,38496024.0,,,В21 кв-л,Опалиха,Сберсити ЖК
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298050415/,Москва,sale,flat,11,13,2,83.0,-1,0,99000000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Мангазея,developer,https://www.cian.ru/sale/flat/304059481/,Москва,sale,flat,17,41,2,64.3,-1,0,27893340.0,Даниловский,Большая Тульская ,10С5,Тульская,Мангазея на Тульской
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303617317/,Москва,sale,flat,7,8,4,199.8,-1,0,110000000.0,Тверской,Сущевская ,31,Менделеевская,
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/300423770/,Москва,sale,flat,4,9,3,103.8,-1,0,37513320.0,,,В14 кв-л,Павшино,Сберсити ЖК
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/303027517/,Москва,sale,flat,26,44,3,105.7,-1,0,60000000.0,Хорошево-Мневники,к2/2,к2/2,Хорошёво,Сидней Сити ЖК
СИТИ21,developer,https://www.cian.ru/sale/flat/292035486/,Москва,sale,flat,11,15,3,128.8,-1,0,62607425.0,Останкинский,проспект Мира,95,Алексеевская,Hill8
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/304178493/,Москва,sale,flat,7,20,2,59.4,-1,0,28990000.0,Хорошево-Мневники,к2/1,к2/1,Хорошёво,Сидней Сити ЖК
Forma,developer,https://www.cian.ru/sale/flat/303666807/,Москва,sale,flat,7,25,2,69.3,-1,0,29650420.0,Печатники,Южнопортовая ,,Печатники,Portland
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/303087857/,Москва,sale,flat,2,10,5,250.5,-1,0,260000000.0,Хамовники,3-я Фрунзенская ,5к1,Фрунзенская,Спорт Хаус
Трансстройинвест,developer,https://www.cian.ru/sale/flat/303074070/,Москва,sale,flat,16,32,2,40.8,-1,0,13984200.0,Рязанский,,,Стахановская,Проспект 39 ЖК
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/295407390/,Москва,sale,flat,4,10,5,198.8,-1,0,180000000.0,Тверской, Фадеева,4А,Новослободская,Итальянский Квартал
Основа,developer,https://www.cian.ru/sale/flat/286347121/,Москва,sale,flat,2,29,2,45.7,-1,0,14422920.0,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/285996127/,Москва,sale,flat,3,10,3,110.4,-1,0,97500000.0,Тверской, Фадеева,4А,Новослободская,Итальянский Квартал
Центр-Инвест,developer,https://www.cian.ru/sale/flat/298329420/,Москва,sale,flat,2,9,1,49.2,-1,0,50910200.0,Таганский,Серебрянический переулок,6,Китай-город,Титул на Серебрянической
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/303677788/,Москва,sale,flat,2,6,2,60.5,-1,0,57475000.0,Пресненский,Большой Предтеченский переулок,22,Улица 1905 года,
Sminex,developer,https://www.cian.ru/sale/flat/293713709/,Москва,sale,flat,2,14,3,142.1,-1,0,296370000.0,Якиманка,,,Полянка,Лаврушинский ЖК
Центрис,real_estate_agent,https://www.cian.ru/sale/flat/303087971/,Москва,sale,flat,6,12,5,228.0,-1,0,364750000.0,Хамовники, Усачева,13,Спортивная,Садовые кварталы
Level Group,developer,https://www.cian.ru/sale/flat/302985345/,Москва,sale,flat,2,11,2,31.0,-1,0,,Хорошево-Мневники,Причальный проезд,10А,Шелепиха,Level Причальный
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/301496697/,Москва,sale,flat,3,5,3,82.9,-1,0,46000000.0,Тверской,1-й Самотечный переулок,17А,Достоевская,
Level Group,developer,https://www.cian.ru/sale/flat/301565134/,Москва,sale,flat,11,23,2,34.9,-1,0,,Печатники,,13,Кожуховская,Левел Южнопортовая ЖК
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/303085325/,Москва,sale,flat,13,14,4,92.0,-1,0,57099000.0,Раменки,проспект Генерала Дорохова,39к1В,Минская,Собрание клубных домов West Garden
Level Group,developer,https://www.cian.ru/sale/flat/302621324/,Москва,sale,flat,2,64,2,34.9,-1,0,,Хорошево-Мневники,,,Народное Ополчение,Левел Звенигородская ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299611000/,Москва,sale,flat,21,36,3,86.5,-1,0,49500000.0,Хорошево-Мневники,Шелепихинская набережная,34к1,Шелепиха,Сердце Столицы
MR Group,developer,https://www.cian.ru/sale/flat/282209329/,Москва,sale,flat,2,57,1,42.52,-1,0,24463584.0,Филевский парк,,,Фили,Фили Сити ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302921610/,Москва,sale,flat,11,11,5,343.0,-1,0,825000000.0,Хамовники, Усачева,11И,Спортивная,Садовые кварталы
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/291868757/,Москва,sale,flat,3,13,3,86.94,-1,0,45869544.0,,,В20 кв-л,Павшино,Сберсити ЖК
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/283449409/,Москва,sale,flat,2,6,5,192.3,-1,0,120000000.0,Тверской,Дегтярный переулок,5С1,Маяковская,
Трансстройинвест,developer,https://www.cian.ru/sale/flat/296303052/,Москва,sale,flat,3,8,1,62.7,-1,0,89465815.0,Мещанский,Большой Кисельный переулок,11/2с2,Тургеневская,Frank's house
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/303635688/,Москва,sale,flat,2,5,2,106.0,-1,0,160000000.0,Тверской,Никольская ,10,Площадь Революции,St. Nickolas
Regions Development,developer,https://www.cian.ru/sale/flat/304060578/,Москва,sale,flat,2,23,3,97.0,-1,0,47420559.0,Нагатинский затон,проспект Андропова,9/1к2,Технопарк,Dream Towers
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300930250/,Москва,sale,flat,13,14,4,95.3,-1,0,57800000.0,Раменки,проспект Генерала Дорохова,39к1В,Минская,Собрание клубных домов West Garden
ID 111759195,developer,https://www.cian.ru/sale/flat/296872031/,Москва,sale,flat,19,30,2,37.9,-1,0,12981470.0,Рязанский,Рязанский проспект,,Окская,balance
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/301247847/,Москва,sale,flat,15,77,2,98.0,-1,0,88000000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
Tekta Group,developer,https://www.cian.ru/sale/flat/303506233/,Москва,sale,flat,8,28,1,39.7,-1,0,17789570.0,Нагорный,,1,Нагорная,Твелв ЖК
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/303087894/,Москва,sale,flat,9,14,2,99.71,-1,0,118450000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Ташир,developer,https://www.cian.ru/sale/flat/274701224/,Москва,sale,flat,2,17,3,72.6,-1,0,42471000.0,Раменки,Мичуринский проспект,вл30Б,Ломоносовский проспект,Legacy
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303137027/,Москва,sale,flat,2,5,2,106.0,-1,0,160000000.0,Тверской,Никольская ,10,Площадь Революции,St. Nickolas
MR Group,developer,https://www.cian.ru/sale/flat/302792286/,Москва,sale,flat,7,13,3,120.15,-1,0,185977422.0,Мещанский,Садовая-Сухаревская ,14,Цветной бульвар,Клубный дом Forum
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/300074305/,Москва,sale,flat,5,38,1,39.8,-1,0,20000000.0,Останкинский, Вильгельма Пика,,Ботанический сад,Режиссёр
Концерн КРОСТ,developer,https://www.cian.ru/sale/flat/299370759/,Москва,sale,flat,4,6,3,81.8,-1,0,39509400.0,Хорошево-Мневники, Саляма Адиля,2А,Народное Ополчение,Wellton SPA Residence
Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/295360972/,Москва,sale,flat,47,53,3,161.0,-1,0,194800000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Prime Life Development,developer,https://www.cian.ru/sale/flat/301781621/,Москва,sale,flat,12,25,1,40.2,-1,0,23056412.0,Нагатино-Садовники,,,Нагатинская,Первый Нагатинский
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/303088022/,Москва,sale,flat,5,12,4,136.5,-1,0,99000000.0,Раменки,проспект Генерала Дорохова,39к1Е,Минская,Собрание клубных домов West Garden
St Michael,developer,https://www.cian.ru/sale/flat/303024911/,Москва,sale,flat,16,21,2,58.28,-1,0,25323650.0,Хорошевский,9Ак7,9Ак7,Полежаевская,Зорге 9 ЖК
