author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Аркада,real_estate_agent,https://spb.cian.ru/sale/flat/304134254/,Санкт-Петербург,sale,flat,9,9,3,74.1,-1,0,9500000.0,Красносельский,Петергофское шоссе,3К6,Ленинский проспект,
Средний 106,real_estate_agent,https://spb.cian.ru/sale/flat/298135550/,Санкт-Петербург,sale,flat,15,24,1,43.2,-1,0,9500000.0,Невский,Российский проспект,8,Проспект Большевиков,
Терминал-Ресурс,developer,https://spb.cian.ru/sale/flat/296120236/,Санкт-Петербург,sale,flat,1,4,2,55.16,-1,0,9498552.0,Пушкинский,,,Звездная,Образцовый квартал 15 ЖК
ID 64331372,realtor,https://spb.cian.ru/sale/flat/304687472/,Санкт-Петербург,sale,flat,2,3,2,54.8,-1,0,9500000.0,Пушкинский,Широкая ,6,Купчино,
Этажи Санкт-Петербург,real_estate_agent,https://spb.cian.ru/sale/flat/303821931/,Санкт-Петербург,sale,flat,4,4,2,51.7,-1,0,9600000.0,Кировский, Белоусова,6/42,Кировский завод,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303064116/,Санкт-Петербург,sale,flat,5,5,3,57.0,-1,0,9700000.0,Московский,Благодатная ,3,Электросила,
ФСК,developer,https://spb.cian.ru/sale/flat/302828445/,Санкт-Петербург,sale,flat,4,13,2,43.22,-1,0,9663992.0,Приморский,Коломяжский проспект,4,Черная речка,Апартаменты Zoom Черная Речка
Панорама,real_estate_agent,https://spb.cian.ru/sale/flat/300794163/,Санкт-Петербург,sale,flat,14,16,2,54.9,-1,0,9750000.0,Приморский, Репищева,15К3,Комендантский проспект,
КВС,real_estate_agent,https://spb.cian.ru/sale/flat/301667500/,Санкт-Петербург,sale,flat,3,5,2,61.1,-1,0,9800000.0,Пушкинский, Анциферовская,11к2,Купчино,Александровский
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302301730/,Санкт-Петербург,sale,flat,2,14,2,53.7,-1,0,9750000.0,Фрунзенский,Пражская ,28,Международная,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/299005833/,Санкт-Петербург,sale,flat,8,11,3,78.7,-1,0,9800000.0,Пушкинский,Ленсоветовский тер.,23,Шушары,Добрыня
ПИА Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302059423/,Санкт-Петербург,sale,flat,2,16,1,38.0,-1,0,9790000.0,Василеостровский, Кораблестроителей,32к3,Приморская,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303370540/,Санкт-Петербург,sale,flat,4,5,2,57.4,-1,0,9800000.0,Выборгский,Кантемировская ,27,Лесная,
Самолет плюс,real_estate_agent,https://spb.cian.ru/sale/flat/304593857/,Санкт-Петербург,sale,flat,7,9,3,62.0,-1,0,9750000.0,Приморский,Серебристый бульвар,24К2,Комендантский проспект,
ПИК,developer,https://spb.cian.ru/sale/flat/287469248/,Санкт-Петербург,sale,flat,2,12,1,34.1,-1,0,9773571.0,Фрунзенский,Волковское,5,Обводный канал,Витебский Парк ЖК
ID 64272868,homeowner,https://spb.cian.ru/sale/flat/303622154/,Санкт-Петербург,sale,flat,3,5,2,55.7,-1,0,9790000.0,Московский,Пулковское шоссе,,Обухово,Парадный ансамбль
Прагма,developer,https://spb.cian.ru/sale/flat/303340044/,Санкт-Петербург,sale,flat,22,23,1,39.2,-1,0,9784320.0,Выборгский,дорога Ольгинская,,Парнас,Прагма city
NEDmax,real_estate_agent,https://spb.cian.ru/sale/flat/300531158/,Санкт-Петербург,sale,flat,6,35,2,57.4,-1,0,9900000.0,Невский,проспект Обуховской обороны,138к2,Обухово,Князь Александр Невский
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302598596/,Санкт-Петербург,sale,flat,4,4,1,45.1,-1,0,9850000.0,Красносельский,проспект Ветеранов,214,Проспект Ветеранов,Солнечный город. Резиденции
Самолет Плюс СПБ Приморский,real_estate_agent,https://spb.cian.ru/sale/flat/293695495/,Санкт-Петербург,sale,flat,4,20,1,32.5,-1,0,9880000.0,Приморский,Комендантский проспект,60к3,Комендантский проспект,Ultra City
Коллегия Риэлторов,real_estate_agent,https://spb.cian.ru/sale/flat/302409420/,Санкт-Петербург,sale,flat,9,9,3,71.0,-1,0,9950000.0,Красногвардейский,проспект Энтузиастов,30К2,Ладожская,
Будь первым,real_estate_agent,https://spb.cian.ru/sale/flat/285754431/,Санкт-Петербург,sale,flat,4,4,3,64.0,-1,0,10000000.0,Адмиралтейский,Старо-Петергофский проспект,21к4,Нарвская,
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/302570178/,Санкт-Петербург,sale,flat,2,9,3,63.0,-1,0,10000000.0,Фрунзенский, Димитрова,13/70,Проспект Славы,
МАЖОРДОМ,real_estate_agent,https://spb.cian.ru/sale/flat/300070048/,Санкт-Петербург,sale,flat,6,13,2,65.2,-1,0,9999000.0,Выборгский,Выборгское шоссе,7К1,Озерки,
Аркада,real_estate_agent,https://spb.cian.ru/sale/flat/298218686/,Санкт-Петербург,sale,flat,10,16,2,63.3,-1,0,10000000.0,Невский,Шлиссельбургский проспект,49,Рыбацкое,Шлиссельбургский пр. 49
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303383180/,Санкт-Петербург,sale,flat,7,12,2,54.7,-1,0,9990000.0,Приморский, Ильюшина,1К2,Комендантский проспект,
ID 15422187,realtor,https://spb.cian.ru/sale/flat/301363302/,Санкт-Петербург,sale,flat,2,20,1,34.0,-1,0,9990000.0,Приморский,Комендантский проспект,63,Комендантский проспект,Ultra City
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/301730574/,Санкт-Петербург,sale,flat,12,12,1,42.6,-1,0,9950000.0,Выборгский,проспект Энгельса,93,Удельная,Живой Родник
Реал Лидер,real_estate_agent,https://spb.cian.ru/sale/flat/304753015/,Санкт-Петербург,sale,flat,3,4,1,45.0,-1,0,10150000.0,Курортный,Рыбацкая ,11,Беговая,
НАШ ГОРОД,real_estate_agent,https://spb.cian.ru/sale/flat/301123047/,Санкт-Петербург,sale,flat,2,7,2,32.2,-1,0,10200000.0,Петроградский,проспект Большой Петроградской стороны,38-40,Чкаловская,
HOME INVEST,real_estate_agent,https://spb.cian.ru/sale/flat/295270765/,Санкт-Петербург,sale,flat,21,26,1,42.0,-1,0,10250000.0,Приморский,проспект Авиаконструкторов,2,Комендантский проспект,
THE KEYS,real_estate_agent,https://spb.cian.ru/sale/flat/303532325/,Санкт-Петербург,sale,flat,4,5,2,56.49,-1,0,10290000.0,Московский,Пулковское шоссе,,Звездная,Парадный ансамбль
ПИА Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/304528429/,Санкт-Петербург,sale,flat,14,21,2,51.5,-1,0,10300000.0,Фрунзенский,Загребский бульвар,9,Дунайская,Радуга
KARTES,real_estate_agent,https://spb.cian.ru/sale/flat/302388105/,Санкт-Петербург,sale,flat,13,23,1,32.6,-1,0,10290000.0,Калининский,Полюстровский проспект,,Выборгская,БелАрт
Этажи Санкт-Петербург,real_estate_agent,https://spb.cian.ru/sale/flat/302710210/,Санкт-Петербург,sale,flat,13,14,3,66.4,-1,0,10370000.0,Красногвардейский,Ириновский проспект,21К1,Ладожская,
ПАН Партнер,real_estate_agent,https://spb.cian.ru/sale/flat/300556491/,Санкт-Петербург,sale,flat,4,16,1,39.34,-1,0,10390000.0,Московский,м. Ленинский проспект,,Ленинский проспект,Cube
ПИА Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/301135115/,Санкт-Петербург,sale,flat,12,16,2,55.6,-1,0,10350000.0,Красносельский,Ленинский проспект,95К1,Ленинский проспект,
Euroinvest Development,developer,https://spb.cian.ru/sale/flat/298511390/,Санкт-Петербург,sale,flat,5,10,2,34.75,-1,0,10425000.0,Выборгский, Курчатова,,Политехническая,iD Polytech
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302529199/,Санкт-Петербург,sale,flat,4,5,3,59.9,-1,0,10500000.0,Невский, Седова,82,Ломоносовская,
Сити-Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/300641003/,Санкт-Петербург,sale,flat,7,10,3,66.2,-1,0,10500000.0,Невский, Шотмана,7к1,Улица Дыбенко,
Квартиры СПБ,real_estate_agent,https://spb.cian.ru/sale/flat/298666462/,Санкт-Петербург,sale,flat,5,9,3,55.9,-1,0,10500000.0,Выборгский, Орбели,23К5,Площадь Мужества,
ПИА Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302427544/,Санкт-Петербург,sale,flat,12,17,1,37.5,-1,0,10500000.0,Приморский,Богатырский проспект,26к1,Комендантский проспект,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/300265217/,Санкт-Петербург,sale,flat,11,12,2,52.2,-1,0,10500000.0,Красносельский, Летчика Лихолетова,14к3,Ленинский проспект,Солнечный город
ПАН Партнер,real_estate_agent,https://spb.cian.ru/sale/flat/303333929/,Санкт-Петербург,sale,flat,6,9,3,73.0,-1,0,10490000.0,Выборгский, Симонова,7К1,Проспект Просвещения,
ПИК,developer,https://spb.cian.ru/sale/flat/294144810/,Санкт-Петербург,sale,flat,5,13,1,33.7,-1,0,10541956.0,Фрунзенский,Волковское,1,Обводный канал,Аэронавт ЖК
SENATOR,developer,https://spb.cian.ru/sale/flat/294777985/,Санкт-Петербург,sale,flat,10,11,1,35.2,-1,0,10610000.0,Невский,Октябрьская набережная,86К2,Пролетарская,Панорама Невы
Этажи Санкт-Петербург,real_estate_agent,https://spb.cian.ru/sale/flat/304472331/,Санкт-Петербург,sale,flat,3,19,1,34.94,-1,0,10700000.0,Московский,1-й Предпортовый проезд,15,Ленинский проспект,Q-мир
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/295825746/,Санкт-Петербург,sale,flat,11,12,1,31.83,-1,0,10800000.0,Выборгский,Светлановское,,Политехническая,Панорама парк Сосновка
Адвекс,real_estate_agent,https://spb.cian.ru/sale/flat/302510535/,Санкт-Петербург,sale,flat,6,16,2,49.8,-1,0,10890000.0,Выборгский,проспект Луначарского,46,Проспект Просвещения,
ПАН Партнер,real_estate_agent,https://spb.cian.ru/sale/flat/299241187/,Санкт-Петербург,sale,flat,25,27,2,54.7,-1,0,10800000.0,Выборгский, Валерия Гаврилина,11к1,Парнас,Северная долина
ПИА Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/296992432/,Санкт-Петербург,sale,flat,10,11,1,35.37,-1,0,10890000.0,Центральный,Днепропетровская ,7,Лиговский проспект,СемьА
ПАН Партнер,real_estate_agent,https://spb.cian.ru/sale/flat/300613446/,Санкт-Петербург,sale,flat,3,12,1,33.8,-1,0,10890000.0,Выборгский,Светлановский проспект,14к1,Площадь Мужества,Панорама парк Сосновка
Реал Лидер,real_estate_agent,https://spb.cian.ru/sale/flat/298528487/,Санкт-Петербург,sale,flat,4,9,4,73.4,-1,0,10900000.0,Приморский, Шаврова,17,Комендантский проспект,
ПАН Партнер,real_estate_agent,https://spb.cian.ru/sale/flat/303691068/,Санкт-Петербург,sale,flat,5,6,1,36.88,-1,0,10990000.0,Красногвардейский,проспект Энергетиков,2к1,Ладожская,GloraX Заневский
CENTURY 21 Capital Petersburg,real_estate_agent,https://spb.cian.ru/sale/flat/299363990/,Санкт-Петербург,sale,flat,3,16,1,41.2,-1,0,10990000.0,Московский,Краснопутиловская ,125,Московская,
Экотон,real_estate_agent,https://spb.cian.ru/sale/flat/293276247/,Санкт-Петербург,sale,flat,1,5,2,55.4,-1,0,10950000.0,Приморский,Торжковская ,2К3,Черная речка,
ID 59615331,homeowner,https://spb.cian.ru/sale/flat/304826374/,Санкт-Петербург,sale,flat,2,5,1,34.5,-1,0,10900000.0,Василеостровский,27-я Васильевского острова линия,10,Василеостровская,
ID 52148470,unknown,https://spb.cian.ru/sale/flat/303761541/,Санкт-Петербург,sale,flat,4,25,1,44.0,-1,0,10950000.0,Фрунзенский,Малая Балканская ,20,Купчино,
ПИК,developer,https://spb.cian.ru/sale/flat/302368278/,Санкт-Петербург,sale,flat,1,13,1,34.9,-1,0,10980043.0,Выборгский,Кантемировская ,11,Лесная,Кантемировская 11
Вячеслав Пона,realtor,https://spb.cian.ru/sale/flat/303658795/,Санкт-Петербург,sale,flat,4,5,2,44.7,-1,0,10990000.0,Московский,Новоизмайловский проспект,38К2,Московская,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/303760836/,Санкт-Петербург,sale,flat,7,9,3,71.5,-1,0,11000000.0,Приморский, Шаврова,9,Комендантский проспект,
Загородный стиль,real_estate_agent,https://spb.cian.ru/sale/flat/301174206/,Санкт-Петербург,sale,flat,1,10,1,45.9,-1,0,11000000.0,Курортный,Разъезжая ,7,,Зеленый город
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302296694/,Санкт-Петербург,sale,flat,3,10,1,31.9,-1,0,11000000.0,Выборгский,Манчестерская ,5к1,Удельная,Svetlana Park
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302237081/,Санкт-Петербург,sale,flat,1,5,3,76.0,-1,0,11000000.0,Кировский,проспект Стачек,9,Нарвская,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/298382717/,Санкт-Петербург,sale,flat,7,9,4,75.7,-1,0,11000000.0,Фрунзенский, Турку,9К3,Международная,
Самолет Плюс Центр,real_estate_agent,https://spb.cian.ru/sale/flat/300343065/,Санкт-Петербург,sale,flat,3,22,2,62.2,-1,0,11150000.0,Невский, Ворошилова,31к1,Проспект Большевиков,Ладожский парк
Сити-Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/299649250/,Санкт-Петербург,sale,flat,1,5,2,53.0,-1,0,11100000.0,Выборгский,Дрезденская ,5,Удельная,
Экотон,real_estate_agent,https://spb.cian.ru/sale/flat/303666594/,Санкт-Петербург,sale,flat,2,16,2,54.7,-1,0,11150000.0,Выборгский, Хошимина,7к1,Проспект Просвещения,
Вероника Дадыкина,realtor,https://spb.cian.ru/sale/flat/304508270/,Санкт-Петербург,sale,flat,9,13,1,32.8,-1,0,11190000.0,Красногвардейский,Пискаревский проспект,1,Площадь Ленина,Четыре горизонта
Отделстрой,developer,https://spb.cian.ru/sale/flat/265730250/,Санкт-Петербург,sale,flat,9,12,1,34.93,-1,0,11150000.0,Выборгский,Большой Сампсониевский проспект,70к5,Выборгская,Новый Лесснер
Риэлторские Услуги,real_estate_agent,https://spb.cian.ru/sale/flat/301401656/,Санкт-Петербург,sale,flat,16,23,2,71.0,-1,0,11200000.0,Красносельский,проспект Героев,18,Ленинский проспект,Ленинский парк
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/299895162/,Санкт-Петербург,sale,flat,2,17,3,67.8,-1,0,11200000.0,Приморский,Стародеревенская ,6К3,Старая Деревня,
ПАН Партнер,real_estate_agent,https://spb.cian.ru/sale/flat/303639119/,Санкт-Петербург,sale,flat,10,10,3,71.9,-1,0,11300000.0,Невский, Джона Рида,2К1,Проспект Большевиков,
Century 21 MAV Real Estate,real_estate_agent,https://spb.cian.ru/sale/flat/304326812/,Санкт-Петербург,sale,flat,23,23,1,36.4,-1,0,11300000.0,Приморский,Лыжный переулок,8к1,Беговая,Медный всадник
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/300431657/,Санкт-Петербург,sale,flat,20,22,1,32.4,-1,0,11399000.0,Приморский,Яхтенная ,24к2,Комендантский проспект,"Legenda на Яхтенной, 24"
КВС,real_estate_agent,https://spb.cian.ru/sale/flat/299478940/,Санкт-Петербург,sale,flat,5,8,2,68.2,-1,0,11300000.0,Красносельский, Маршала Захарова,12к1,Ленинский проспект,
Адмирал,real_estate_agent,https://spb.cian.ru/sale/flat/303386999/,Санкт-Петербург,sale,flat,9,10,1,32.0,-1,0,11500000.0,Невский,Фарфоровская ,3к1,Ломоносовская,Стрижи в Невском 2
ДомИн,real_estate_agent,https://spb.cian.ru/sale/flat/302047307/,Санкт-Петербург,sale,flat,1,10,4,87.1,-1,0,11450000.0,Приморский,проспект Королева,43К2,Комендантский проспект,
Гарантия,real_estate_agent,https://spb.cian.ru/sale/flat/304773699/,Санкт-Петербург,sale,flat,7,13,2,53.0,-1,0,11500000.0,Красносельский,проспект Буденного,23к2,Проспект Ветеранов,Солнечный город
Русский Дом,real_estate_agent,https://spb.cian.ru/sale/flat/304747970/,Санкт-Петербург,sale,flat,15,18,2,60.0,-1,0,11500000.0,Красносельский,Ленинский проспект,55к2,Ленинский проспект,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/304047808/,Санкт-Петербург,sale,flat,21,24,2,55.0,-1,0,11500000.0,Приморский,аллея Арцеуловская,21,Комендантский проспект,Чистое небо
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/300197389/,Санкт-Петербург,sale,flat,4,5,3,75.6,-1,0,11500000.0,Калининский, Комиссара Смирнова,4Б,Площадь Ленина,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/299336143/,Санкт-Петербург,sale,flat,2,4,2,50.99,-1,0,11500000.0,Петродворцовый,,,Проспект Ветеранов,Дворцовый фасад ЖК
АРИСТА,real_estate_agent,https://spb.cian.ru/sale/flat/304647172/,Санкт-Петербург,sale,flat,4,9,3,75.1,-1,0,11590000.0,Невский,проспект Солидарности,5,Проспект Большевиков,
ПАН Партнер,real_estate_agent,https://spb.cian.ru/sale/flat/300911726/,Санкт-Петербург,sale,flat,8,9,3,74.3,-1,0,11599000.0,Невский, Подвойского,34к1,Улица Дыбенко,
Академия - центральный офис,real_estate_agent,https://spb.cian.ru/sale/flat/300331583/,Санкт-Петербург,sale,flat,1,5,3,68.4,-1,0,11600000.0,Невский, Седова,86,Ломоносовская,
Владис Центральный,real_estate_agent,https://spb.cian.ru/sale/flat/303483322/,Санкт-Петербург,sale,flat,3,18,2,66.72,-1,0,11700000.0,Приморский,Парашютная ,54,Комендантский проспект,Юбилейный квартал
Реал Лидер,real_estate_agent,https://spb.cian.ru/sale/flat/304145532/,Санкт-Петербург,sale,flat,2,6,2,57.6,-1,0,11750000.0,Выборгский,Большой Сампсониевский проспект,75,Лесная,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/299878295/,Санкт-Петербург,sale,flat,6,10,2,60.0,-1,0,11700000.0,Невский,Народная ,42к2,Ломоносовская,
Агентство недвижимости Романа Чиковани,real_estate_agent,https://spb.cian.ru/sale/flat/300862276/,Санкт-Петербург,sale,flat,9,12,1,36.6,-1,0,11690000.0,Приморский,Белоостровская ,10к1,Лесная,ЦДС Черная речка
АРИН,real_estate_agent,https://spb.cian.ru/sale/flat/303930412/,Санкт-Петербург,sale,flat,16,21,2,65.0,-1,0,11750000.0,Красносельский,Ленинский проспект,64к1,Ленинский проспект,Ленинский парк
Сбербанк,real_estate_agent,https://spb.cian.ru/sale/flat/303820536/,Санкт-Петербург,sale,flat,25,25,2,57.5,-1,0,11843460.0,Невский, Шелгунова,7к2,Пролетарская,Дом у Речного вокзала
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/301914175/,Санкт-Петербург,sale,flat,11,23,1,40.52,-1,0,11800000.0,Невский,Октябрьская набережная,36к3,Проспект Большевиков,Pulse Premier
Самолет Плюс СПБ Приморский,real_estate_agent,https://spb.cian.ru/sale/flat/302728509/,Санкт-Петербург,sale,flat,6,18,1,42.3,-1,0,11850000.0,Невский, Коллонтай,2,Проспект Большевиков,Коллонтай 2
Реал Лидер,real_estate_agent,https://spb.cian.ru/sale/flat/304157565/,Санкт-Петербург,sale,flat,3,5,3,55.6,-1,0,11800000.0,Калининский,проспект Науки,12К4,Академическая,
Борис Ершов,realtor,https://spb.cian.ru/sale/flat/301178600/,Санкт-Петербург,sale,flat,13,27,1,45.0,-1,0,11800000.0,Выборгский,Выборгское шоссе,17к1,Проспект Просвещения,Шуваловские высоты
Агентство Недвижимости КВАДРАТЫ,real_estate_agent,https://spb.cian.ru/sale/flat/303140721/,Санкт-Петербург,sale,flat,9,10,4,75.0,-1,0,11899000.0,Калининский,Северный проспект,65К1,Академическая,
ФЛИП,real_estate_agent,https://spb.cian.ru/sale/flat/304751424/,Санкт-Петербург,sale,flat,3,24,2,58.2,-1,0,11999000.0,Калининский,Пискарёвка,7к4,Лесная,ЦДС Кантемировский
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/304102737/,Санкт-Петербург,sale,flat,1,4,2,65.9,-1,0,11900000.0,Пушкинский, Гумилевская,15,Купчино,
София Фролова,realtor,https://spb.cian.ru/sale/flat/303542401/,Санкт-Петербург,sale,flat,6,13,1,55.7,-1,0,11900000.0,Московский,Заозерная ,3к3,Фрунзенская,
Ксения Жижикова,realtor,https://spb.cian.ru/sale/flat/302104028/,Санкт-Петербург,sale,flat,4,16,2,53.6,-1,0,11999999.0,Приморский,Туристская ,10к1,Беговая,
Марина Анашкина,realtor,https://spb.cian.ru/sale/flat/304758284/,Санкт-Петербург,sale,flat,6,10,2,59.7,-1,0,11997030.0,Кировский, Лени Голикова,52к2,Проспект Ветеранов,
ID 47341951,homeowner,https://spb.cian.ru/sale/flat/303640597/,Санкт-Петербург,sale,flat,4,12,1,37.8,-1,0,11950000.0,Приморский,проспект Авиаконструкторов,54,Комендантский проспект,Modum
Терминал-Ресурс,developer,https://spb.cian.ru/sale/flat/302797678/,Санкт-Петербург,sale,flat,2,4,3,67.07,-1,0,11925046.0,Пушкинский,Пулковское тер.,,Купчино,Образцовый квартал 17
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/289240054/,Санкт-Петербург,sale,flat,4,11,1,34.88,-1,0,12100000.0,Фрунзенский,Волковское,,Обводный канал,Автограф в центре ЖК
Реал Лидер,real_estate_agent,https://spb.cian.ru/sale/flat/301588369/,Санкт-Петербург,sale,flat,8,25,3,80.0,-1,0,12000000.0,Пушкинский,переулок Вилеровский,8,Купчино,Шушары
Самолет плюс,real_estate_agent,https://spb.cian.ru/sale/flat/299062631/,Санкт-Петербург,sale,flat,15,18,2,69.0,-1,0,12000000.0,Приморский,Богатырский проспект,60к3,Комендантский проспект,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303667951/,Санкт-Петербург,sale,flat,2,17,2,61.1,-1,0,12100000.0,Приморский,Парашютная ,61к4,Комендантский проспект,Шуваловский
Терминал-Ресурс,developer,https://spb.cian.ru/sale/flat/302800008/,Санкт-Петербург,sale,flat,1,4,3,73.01,-1,0,12096650.0,Пушкинский,Пулковское тер.,,Купчино,Образцовый квартал 16
Вам к нам,real_estate_agent,https://spb.cian.ru/sale/flat/302326878/,Санкт-Петербург,sale,flat,12,14,1,38.8,-1,0,12200000.0,Выборгский,Большой Сампсониевский проспект,77,Лесная,Георг Ландрин
Лига Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/290550505/,Санкт-Петербург,sale,flat,11,16,3,65.8,-1,0,12200000.0,Приморский,Богатырский проспект,35К2,Комендантский проспект,
МойГород,real_estate_agent,https://spb.cian.ru/sale/flat/303027652/,Санкт-Петербург,sale,flat,4,19,2,65.0,-1,0,12290000.0,Красносельский, Маршала Казакова,82к1,Автово,Южная акватория
Этажи Санкт-Петербург,real_estate_agent,https://spb.cian.ru/sale/flat/300198475/,Санкт-Петербург,sale,flat,3,9,2,56.8,-1,0,12300000.0,Калининский,Гражданский проспект,117К1,Гражданский проспект,
АУРУМ,real_estate_agent,https://spb.cian.ru/sale/flat/302706105/,Санкт-Петербург,sale,flat,17,26,2,60.7,-1,0,12250000.0,Приморский,Туристская ,11к2,Беговая,
Экотон,real_estate_agent,https://spb.cian.ru/sale/flat/301203867/,Санкт-Петербург,sale,flat,4,5,3,84.0,-1,0,12300000.0,Пушкинский,шоссе Колпинское,61,Шушары,
Квадратный метр,real_estate_agent,https://spb.cian.ru/sale/flat/303245836/,Санкт-Петербург,sale,flat,20,20,2,74.9,-1,0,12300000.0,Красносельский, Маршала Казакова,58с1,Ленинский проспект,
Максимум Life Development,developer,https://spb.cian.ru/sale/flat/303085879/,Санкт-Петербург,sale,flat,3,13,2,53.37,-1,0,12397851.0,Невский,Октябрьская набережная,56,Ломоносовская,Life Apart Октябрьская
КАПИТАЛ,real_estate_agent,https://spb.cian.ru/sale/flat/288312951/,Санкт-Петербург,sale,flat,6,13,1,41.23,-1,0,12400000.0,Московский,Кузнецовская ,58к3,Парк Победы,
CENTURY 21 Capital Petersburg,real_estate_agent,https://spb.cian.ru/sale/flat/304134603/,Санкт-Петербург,sale,flat,1,6,2,66.7,-1,0,12490000.0,Адмиралтейский,Рижский проспект,48В,Балтийская,
Этажи Санкт-Петербург,real_estate_agent,https://spb.cian.ru/sale/flat/304643775/,Санкт-Петербург,sale,flat,4,16,3,59.6,-1,0,12500000.0,Кировский,Ленинский проспект,121,Ленинский проспект,
Реал Лидер,real_estate_agent,https://spb.cian.ru/sale/flat/301960432/,Санкт-Петербург,sale,flat,2,18,3,78.8,-1,0,12600000.0,Красногвардейский, Даниила Хармса,3к1,Девяткино,Новая Охта
Самолет Плюс СПБ Приморский,real_estate_agent,https://spb.cian.ru/sale/flat/296429293/,Санкт-Петербург,sale,flat,4,6,1,48.2,-1,0,12500000.0,Центральный,Конная ,22/5,Площадь Александра Невского,
Андрей Сурмай,realtor,https://spb.cian.ru/sale/flat/301779817/,Санкт-Петербург,sale,flat,20,29,3,72.3,-1,0,12500000.0,Выборгский, Федора Абрамова,16к1,Парнас,Северная долина
ВСЯ НЕДВИЖИМОСТЬ ПЕТЕРБУРГА,real_estate_agent,https://spb.cian.ru/sale/flat/300099885/,Санкт-Петербург,sale,flat,4,7,2,52.0,-1,0,12500000.0,Адмиралтейский,Средняя Подьяческая ,15,Садовая,
RBG Недвижимость  Realty Broker Group,real_estate_agent,https://spb.cian.ru/sale/flat/299640591/,Санкт-Петербург,sale,flat,8,29,2,65.0,-1,0,12500000.0,Выборгский, Федора Абрамова,21к1,Парнас,Северная долина
ПИА Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/304556222/,Санкт-Петербург,sale,flat,3,5,1,43.1,-1,0,12500000.0,Московский,Московский проспект,125,Московские ворота,
Агентство Недвижимости КВАДРАТЫ,real_estate_agent,https://spb.cian.ru/sale/flat/300611516/,Санкт-Петербург,sale,flat,3,6,3,68.5,-1,0,12500000.0,Адмиралтейский,Садовая ,106,Балтийская,
ДомИн,real_estate_agent,https://spb.cian.ru/sale/flat/303397055/,Санкт-Петербург,sale,flat,5,5,2,64.3,-1,0,12700000.0,Приморский,набережная Черной речки,51,Черная речка,
ПАН Партнер,real_estate_agent,https://spb.cian.ru/sale/flat/301120906/,Санкт-Петербург,sale,flat,4,23,1,49.9,-1,0,12700000.0,Приморский,Мебельная ,49/92,Беговая,Vita Nova
Квартиры СПБ,real_estate_agent,https://spb.cian.ru/sale/flat/295722703/,Санкт-Петербург,sale,flat,12,12,3,78.0,-1,0,12700000.0,Невский,Рыбацкий проспект,13,Рыбацкое,
ID 70986989,homeowner,https://spb.cian.ru/sale/flat/254113397/,Санкт-Петербург,sale,flat,7,12,2,50.3,-1,0,12700000.0,Приморский,Беговая ,11,Беговая,
Лига Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/302264724/,Санкт-Петербург,sale,flat,4,4,3,84.2,-1,0,12800000.0,Адмиралтейский,Верейская ,35,Технологический институт,
