author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Загородный стиль,real_estate_agent,https://spb.cian.ru/sale/flat/303165017/,Санкт-Петербург,sale,flat,16,16,1,36.3,-1,0,8500000.0,Калининский,проспект Маршала Блюхера,9к3,Выборгская,Город Мастеров
ВСЯ НЕДВИЖИМОСТЬ ПЕТЕРБУРГА,real_estate_agent,https://spb.cian.ru/sale/flat/302728202/,Санкт-Петербург,sale,flat,1,9,3,58.0,-1,0,8500000.0,Выборгский,Северный проспект,12К1,Озерки,
Инженер,real_estate_agent,https://spb.cian.ru/sale/flat/298927020/,Санкт-Петербург,sale,flat,18,18,1,35.5,-1,0,8500000.0,Невский, Дыбенко,5к1,Улица Дыбенко,Цивилизация
АН Петро-риэлт,real_estate_agent,https://spb.cian.ru/sale/flat/302232935/,Санкт-Петербург,sale,flat,4,9,1,40.6,-1,0,8500000.0,Калининский,Лабораторная ,4,Выборгская,
Свой Мир,real_estate_agent,https://spb.cian.ru/sale/flat/303441753/,Санкт-Петербург,sale,flat,12,12,3,61.2,-1,0,8500000.0,Красногвардейский, Коммуны,48Б,Ладожская,
ПАН Партнер,real_estate_agent,https://spb.cian.ru/sale/flat/299330763/,Санкт-Петербург,sale,flat,3,25,1,40.5,-1,0,8600000.0,Калининский,Бестужевская ,7к3,Лесная,Cinema
Эталон СПБ,developer,https://spb.cian.ru/sale/flat/303632206/,Санкт-Петербург,sale,flat,7,25,1,38.6,-1,0,8575006.0,Приморский,Коломяги,,Проспект Просвещения,Новоорловский ЖК
Insiders,real_estate_agent,https://spb.cian.ru/sale/flat/303274831/,Санкт-Петербург,sale,flat,9,9,3,62.3,-1,0,8700000.0,Невский, Дыбенко,36К1,Улица Дыбенко,
FisherGroup,real_estate_agent,https://spb.cian.ru/sale/flat/293035771/,Санкт-Петербург,sale,flat,2,5,3,66.2,-1,0,8700000.0,Невский,проспект Обуховской обороны,95К1,Елизаровская,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/291413267/,Санкт-Петербург,sale,flat,3,18,1,39.6,-1,0,8650000.0,Приморский,Комендантский проспект,60к3,Комендантский проспект,Ultra City
Городское Жилищное Агентство,real_estate_agent,https://spb.cian.ru/sale/flat/291902889/,Санкт-Петербург,sale,flat,7,12,2,52.0,-1,0,8750000.0,Фрунзенский,Малая Карпатская ,9К1,Дунайская,
Наталья Белокобыльская,realtor,https://spb.cian.ru/sale/flat/293550987/,Санкт-Петербург,sale,flat,1,4,2,83.7,-1,0,8790000.0,Петродворцовый,Дворцовый проспект,35,,
Аватерра,real_estate_agent,https://spb.cian.ru/sale/flat/301132794/,Санкт-Петербург,sale,flat,5,9,2,64.2,-1,0,8800000.0,Петродворцовый,Михайловская ,51,,Ломоносов
Терминал-Ресурс,developer,https://spb.cian.ru/sale/flat/302799047/,Санкт-Петербург,sale,flat,1,4,2,51.88,-1,0,8892232.0,Пушкинский,Пулковское тер.,,Купчино,Образцовый квартал 16
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/301355190/,Санкт-Петербург,sale,flat,13,18,1,33.6,-1,0,8990000.0,Московский,1-й Предпортовый проезд,14,Московская,Перемена
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/300568453/,Санкт-Петербург,sale,flat,2,9,3,63.0,-1,0,8990000.0,Невский, Дыбенко,12К1,Улица Дыбенко,
Константин Михайловер,realtor,https://spb.cian.ru/sale/flat/299876550/,Санкт-Петербург,sale,flat,3,5,2,42.9,-1,0,8900000.0,Выборгский,проспект Тореза,78,Удельная,
Луч,real_estate_agent,https://spb.cian.ru/sale/flat/303921136/,Санкт-Петербург,sale,flat,1,3,3,69.0,-1,0,8999999.0,Фрунзенский,Витебская Сортировочная ,14,Волковская,
ID 105169999,homeowner,https://spb.cian.ru/sale/flat/296446525/,Санкт-Петербург,sale,flat,1,4,1,45.0,-1,0,8900000.0,Пушкинский, Соколиная,7к1,Купчино,Образцовый квартал 11
ID 113004888,homeowner,https://spb.cian.ru/sale/flat/303882186/,Санкт-Петербург,sale,flat,2,16,1,40.1,-1,0,8900000.0,Московский,Витебский проспект,85к3,Купчино,Витебский 85
Терминал-Ресурс,developer,https://spb.cian.ru/sale/flat/302798655/,Санкт-Петербург,sale,flat,1,4,2,53.37,-1,0,8902116.0,Пушкинский,,,Купчино,Образцовый квартал 17 ЖК
ПРОнедвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303424894/,Санкт-Петербург,sale,flat,6,9,3,64.5,-1,0,9000000.0,Невский,Искровский проспект,9,Проспект Большевиков,
Апартаменты Петербурга,real_estate_agent,https://spb.cian.ru/sale/flat/302254417/,Санкт-Петербург,sale,flat,9,9,2,50.0,-1,0,9000000.0,Приморский,проспект Испытателей,6К1,Пионерская,
Самолёт плюс Новокузнецкая,real_estate_agent,https://spb.cian.ru/sale/flat/304217324/,Санкт-Петербург,sale,flat,3,9,3,57.0,-1,0,9000000.0,Фрунзенский,Купчинская ,20К3,Купчино,
KARTES,real_estate_agent,https://spb.cian.ru/sale/flat/301172984/,Санкт-Петербург,sale,flat,15,25,1,45.5,-1,0,9000000.0,Приморский,набережная Реки Каменки,13к1,Проспект Просвещения,Friends
Аоста.Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303443098/,Санкт-Петербург,sale,flat,4,5,3,70.0,-1,0,9000000.0,Выборгский,Лесной проспект,59к5-6Е,Лесная,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/299544555/,Санкт-Петербург,sale,flat,7,12,1,31.23,-1,0,9000000.0,Московский,м. Ленинский проспект,,Ленинский проспект,Сенат
ФЛИП,real_estate_agent,https://spb.cian.ru/sale/flat/303732438/,Санкт-Петербург,sale,flat,11,16,2,82.0,-1,0,9000000.0,Колпинский,Центральная ,19к3,Рыбацкое,Дом у озера
Euroinvest Development,developer,https://spb.cian.ru/sale/flat/298511458/,Санкт-Петербург,sale,flat,4,10,1,29.21,-1,0,9055100.0,Выборгский, Курчатова,,Политехническая,iD Polytech
РСТИ,developer,https://spb.cian.ru/sale/flat/280115669/,Санкт-Петербург,sale,flat,1,7,1,36.66,-1,0,9060153.0,Калининский,Финляндский,,Выборгская,Master Place
ID 47672152,homeowner,https://spb.cian.ru/sale/flat/301807363/,Санкт-Петербург,sale,flat,10,16,1,48.1,-1,0,9000000.0,Невский, Крыленко,43К2,Улица Дыбенко,
ЕОН Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303687922/,Санкт-Петербург,sale,flat,2,9,3,58.8,-1,0,9100000.0,Выборгский,проспект Энгельса,143К1,Проспект Просвещения,
Аоста.Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/300833490/,Санкт-Петербург,sale,flat,4,23,1,42.0,-1,0,9100000.0,Невский,проспект Обуховской обороны,110К1,Пролетарская,Молодежный
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/304227642/,Санкт-Петербург,sale,flat,5,16,2,54.0,-1,0,9300000.0,Приморский,проспект Авиаконструкторов,25К1,Комендантский проспект,
ID 86722408,unknown,https://spb.cian.ru/sale/flat/302878210/,Санкт-Петербург,sale,flat,1,9,3,75.0,-1,0,9350000.0,Невский,Товарищеский проспект,2К1,Проспект Большевиков,
Валерий Миридов,realtor,https://spb.cian.ru/sale/flat/304133698/,Санкт-Петербург,sale,flat,4,9,2,53.0,-1,0,9390000.0,Невский, Латышских Стрелков,9К2,Проспект Большевиков,
Юла,real_estate_agent,https://spb.cian.ru/sale/flat/302829213/,Санкт-Петербург,sale,flat,3,13,1,43.7,-1,0,9500000.0,Василеостровский, Вадима Шефнера,12к1,Приморская,"Светлый мир ""Я-романтик"""
КВС,real_estate_agent,https://spb.cian.ru/sale/flat/300274207/,Санкт-Петербург,sale,flat,1,5,1,33.1,-1,0,9500000.0,Красносельский,набережная Матисова канала,5,Ленинский проспект,Наутилус
NEDmax,real_estate_agent,https://spb.cian.ru/sale/flat/301423504/,Санкт-Петербург,sale,flat,8,25,1,33.9,-1,0,9500000.0,Приморский, Оптиков,37,Старая Деревня,Морская Звезда
IVA,real_estate_agent,https://spb.cian.ru/sale/flat/292550782/,Санкт-Петербург,sale,flat,5,9,1,37.0,-1,0,9500000.0,Кировский,Двинская ,6,Балтийская,Принцип
Департамент Красивой Жизни. Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303024768/,Санкт-Петербург,sale,flat,7,15,1,34.5,-1,0,9500000.0,Невский,Дальневосточный проспект,19к1,Проспект Большевиков,Pulse Premier
ПАН Партнер,real_estate_agent,https://spb.cian.ru/sale/flat/304214131/,Санкт-Петербург,sale,flat,4,20,1,35.5,-1,0,9500000.0,Василеостровский, Челюскина,8,Приморская,Golden City
Средний 106,real_estate_agent,https://spb.cian.ru/sale/flat/298135550/,Санкт-Петербург,sale,flat,15,24,1,43.2,-1,0,9500000.0,Невский,Российский проспект,8,Проспект Большевиков,
Аркада,real_estate_agent,https://spb.cian.ru/sale/flat/304134254/,Санкт-Петербург,sale,flat,9,9,3,74.1,-1,0,9500000.0,Красносельский,Петергофское шоссе,3К6,Ленинский проспект,
Insiders,real_estate_agent,https://spb.cian.ru/sale/flat/300916339/,Санкт-Петербург,sale,flat,4,5,3,58.2,-1,0,9500000.0,Василеостровский,18-я Васильевского острова линия,43,Василеостровская,
Эталон СПБ,developer,https://spb.cian.ru/sale/flat/303537188/,Санкт-Петербург,sale,flat,2,12,2,58.6,-1,0,9460390.0,Пушкинский,,,Звездная,Монография ЖК
Екатерина Ацполь,realtor,https://spb.cian.ru/sale/flat/303172197/,Санкт-Петербург,sale,flat,22,23,1,33.0,-1,0,9500000.0,Невский,Октябрьская набережная,,Проспект Большевиков,Pulse Premier
ID 113130874,homeowner,https://spb.cian.ru/sale/flat/298396110/,Санкт-Петербург,sale,flat,4,6,2,42.6,-1,0,9500000.0,Приморский,Ушаковская набережная,9к2,Черная речка,
Терминал-Ресурс,developer,https://spb.cian.ru/sale/flat/296120236/,Санкт-Петербург,sale,flat,1,4,2,55.16,-1,0,9498552.0,Пушкинский,,,Звездная,Образцовый квартал 15 ЖК
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303064116/,Санкт-Петербург,sale,flat,5,5,3,57.0,-1,0,9700000.0,Московский,Благодатная ,3,Электросила,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/290834282/,Санкт-Петербург,sale,flat,5,6,2,54.9,-1,0,9700000.0,Адмиралтейский,набережная Обводного Канала,183,Балтийская,
ФСК,developer,https://spb.cian.ru/sale/flat/302828445/,Санкт-Петербург,sale,flat,4,13,2,43.22,-1,0,9663992.0,Приморский,Коломяжский проспект,4,Черная речка,Апартаменты Zoom Черная Речка
ПИА Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302059423/,Санкт-Петербург,sale,flat,2,16,1,38.0,-1,0,9790000.0,Василеостровский, Кораблестроителей,32к3,Приморская,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303370540/,Санкт-Петербург,sale,flat,4,5,2,57.4,-1,0,9800000.0,Выборгский,Кантемировская ,27,Лесная,
Невский простор,real_estate_agent,https://spb.cian.ru/sale/flat/302854416/,Санкт-Петербург,sale,flat,15,19,1,45.0,-1,0,9785000.0,Невский,Ново-Александровская ,14,Пролетарская,Новая Александрия
Инженер,real_estate_agent,https://spb.cian.ru/sale/flat/299201162/,Санкт-Петербург,sale,flat,21,23,1,35.0,-1,0,9800000.0,Московский, Среднерогатская,8к1,Звездная,Сириус А
ПИК,developer,https://spb.cian.ru/sale/flat/287469248/,Санкт-Петербург,sale,flat,2,12,1,34.1,-1,0,9773571.0,Фрунзенский,Волковское,5,Обводный канал,Витебский Парк ЖК
Прагма,developer,https://spb.cian.ru/sale/flat/303340044/,Санкт-Петербург,sale,flat,22,23,1,39.2,-1,0,9784320.0,Выборгский,дорога Ольгинская,,Парнас,Прагма city
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302598596/,Санкт-Петербург,sale,flat,4,4,1,45.1,-1,0,9850000.0,Красносельский,проспект Ветеранов,214,Проспект Ветеранов,Солнечный город. Резиденции
АН Петро-риэлт,real_estate_agent,https://spb.cian.ru/sale/flat/302552684/,Санкт-Петербург,sale,flat,16,20,2,61.0,-1,0,9900000.0,Приморский,проспект Королева,73,Комендантский проспект,Каменка
Самолет Плюс СПБ Приморский,real_estate_agent,https://spb.cian.ru/sale/flat/293695495/,Санкт-Петербург,sale,flat,4,20,1,32.5,-1,0,9880000.0,Приморский,Комендантский проспект,60к3,Комендантский проспект,Ultra City
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302301730/,Санкт-Петербург,sale,flat,2,14,2,53.7,-1,0,9950000.0,Фрунзенский,Пражская ,28,Международная,
NEDmax,real_estate_agent,https://spb.cian.ru/sale/flat/300531158/,Санкт-Петербург,sale,flat,6,35,2,57.4,-1,0,10000000.0,Невский,проспект Обуховской обороны,138к2,Обухово,Князь Александр Невский
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/301730574/,Санкт-Петербург,sale,flat,12,12,1,42.6,-1,0,9950000.0,Выборгский,проспект Энгельса,93,Удельная,Живой Родник
Аркада,real_estate_agent,https://spb.cian.ru/sale/flat/298218686/,Санкт-Петербург,sale,flat,10,16,2,63.3,-1,0,10000000.0,Невский,Шлиссельбургский проспект,49,Рыбацкое,Шлиссельбургский пр. 49
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303383180/,Санкт-Петербург,sale,flat,7,12,2,54.7,-1,0,9990000.0,Приморский, Ильюшина,1К2,Комендантский проспект,
ID 73038306,real_estate_agent,https://spb.cian.ru/sale/flat/303929205/,Санкт-Петербург,sale,flat,4,12,2,47.0,-1,0,9990000.0,Выборгский,Северный проспект,6К1,Озерки,
Азбука Дома,real_estate_agent,https://spb.cian.ru/sale/flat/298662736/,Санкт-Петербург,sale,flat,9,18,1,46.4,-1,0,9990000.0,Выборгский,проспект Луначарского,64А,Проспект Просвещения,
Владимир Ягодкин,realtor,https://spb.cian.ru/sale/flat/302956309/,Санкт-Петербург,sale,flat,9,9,1,33.5,-1,0,9990000.0,Фрунзенский,Белградская ,24,Международная,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/301316491/,Санкт-Петербург,sale,flat,14,20,3,74.0,-1,0,10100000.0,Красногвардейский, Корнея Чуковского,3к1,Девяткино,Новая Охта
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302782637/,Санкт-Петербург,sale,flat,9,12,2,55.3,-1,0,10200000.0,Приморский,проспект Королева,29к1Д,Комендантский проспект,
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/302570178/,Санкт-Петербург,sale,flat,2,9,3,63.0,-1,0,10300000.0,Фрунзенский, Димитрова,13/70,Проспект Славы,
KARTES,real_estate_agent,https://spb.cian.ru/sale/flat/302388105/,Санкт-Петербург,sale,flat,13,23,1,32.6,-1,0,10290000.0,Калининский,Полюстровский проспект,,Выборгская,БелАрт
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302529199/,Санкт-Петербург,sale,flat,4,5,3,59.9,-1,0,10300000.0,Невский, Седова,82,Ломоносовская,
ID 28315297,unknown,https://spb.cian.ru/sale/flat/303290522/,Санкт-Петербург,sale,flat,1,10,4,73.3,-1,0,10300000.0,Калининский,Светлановский проспект,46К1,Политехническая,
ПАН Партнер,real_estate_agent,https://spb.cian.ru/sale/flat/300556491/,Санкт-Петербург,sale,flat,4,16,1,39.34,-1,0,10390000.0,Московский,м. Ленинский проспект,,Ленинский проспект,Cube
ПИА Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/301135115/,Санкт-Петербург,sale,flat,12,16,2,55.6,-1,0,10350000.0,Красносельский,Ленинский проспект,95К1,Ленинский проспект,
Euroinvest Development,developer,https://spb.cian.ru/sale/flat/298511390/,Санкт-Петербург,sale,flat,5,10,2,34.75,-1,0,10425000.0,Выборгский, Курчатова,,Политехническая,iD Polytech
Лидер Групп,developer,https://spb.cian.ru/sale/flat/302453558/,Санкт-Петербург,sale,flat,18,18,1,42.6,-1,0,10437000.0,Василеостровский,бульвар Головнина,3к1,Горный институт,Колумб (Гавань Капитанов)
ID 72321689,realtor,https://spb.cian.ru/sale/flat/292608486/,Санкт-Петербург,sale,flat,18,20,2,49.9,-1,0,10500000.0,Приморский,Парашютная ,61к1,Комендантский проспект,Шуваловский
Будь первым,real_estate_agent,https://spb.cian.ru/sale/flat/303307521/,Санкт-Петербург,sale,flat,9,9,3,57.8,-1,0,10450000.0,Выборгский,2-й Муринский проспект,10к1,Пионерская,
Этажи Санкт-Петербург,real_estate_agent,https://spb.cian.ru/sale/flat/303872720/,Санкт-Петербург,sale,flat,2,9,3,57.0,-1,0,10500000.0,Фрунзенский,Будапештская ,45,Проспект Славы,
ПИА Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302427544/,Санкт-Петербург,sale,flat,12,17,1,37.5,-1,0,10500000.0,Приморский,Богатырский проспект,26к1,Комендантский проспект,
МИДОМ,real_estate_agent,https://spb.cian.ru/sale/flat/302695612/,Санкт-Петербург,sale,flat,14,20,1,39.1,-1,0,10600000.0,Выборгский,проспект Просвещения,15,Проспект Просвещения,
ID 105169999,homeowner,https://spb.cian.ru/sale/flat/301578323/,Санкт-Петербург,sale,flat,4,4,2,51.1,-1,0,10600000.0,Пушкинский, Сарицкая,11,Купчино,
Александр Иванов,realtor,https://spb.cian.ru/sale/flat/303992220/,Санкт-Петербург,sale,flat,7,7,2,60.0,-1,0,10600000.0,Кировский,проспект Стачек,96,Автово,
SENATOR,developer,https://spb.cian.ru/sale/flat/294777985/,Санкт-Петербург,sale,flat,10,11,1,35.2,-1,0,10610000.0,Невский,Октябрьская набережная,86К2,Пролетарская,Панорама Невы
АДРЕСАТ,real_estate_agent,https://spb.cian.ru/sale/flat/303101792/,Санкт-Петербург,sale,flat,7,9,3,58.6,-1,0,10700000.0,Выборгский, Есенина,36К1,Проспект Просвещения,
АН Петро-риэлт,real_estate_agent,https://spb.cian.ru/sale/flat/300753147/,Санкт-Петербург,sale,flat,4,16,1,37.7,-1,0,10700000.0,Московский,Витебский проспект,85к3,Купчино,Витебский 85
Эталон СПБ,developer,https://spb.cian.ru/sale/flat/303538453/,Санкт-Петербург,sale,flat,9,14,1,31.9,-1,0,10749701.0,Адмиралтейский,бульвар Измайловский,11,Московские ворота,Квартал Галактика
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/295825746/,Санкт-Петербург,sale,flat,11,12,1,31.83,-1,0,10800000.0,Выборгский,Светлановское,,Политехническая,Панорама парк Сосновка
ПАН Партнер,real_estate_agent,https://spb.cian.ru/sale/flat/299241187/,Санкт-Петербург,sale,flat,25,27,2,54.7,-1,0,10800000.0,Выборгский, Валерия Гаврилина,11к1,Парнас,Северная долина
NEWдвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/301507430/,Санкт-Петербург,sale,flat,4,9,1,34.7,-1,0,10800000.0,Московский,Варшавская ,108,Московская,
ПИА Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/296992432/,Санкт-Петербург,sale,flat,10,11,1,35.37,-1,0,10890000.0,Центральный,Днепропетровская ,7,Лиговский проспект,СемьА
Квартиры СПБ,real_estate_agent,https://spb.cian.ru/sale/flat/298666462/,Санкт-Петербург,sale,flat,5,9,3,55.9,-1,0,10800000.0,Выборгский, Орбели,23К5,Площадь Мужества,
Экотон,real_estate_agent,https://spb.cian.ru/sale/flat/293276247/,Санкт-Петербург,sale,flat,1,5,2,55.4,-1,0,10950000.0,Приморский,Торжковская ,2К3,Черная речка,
Просто недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303567558/,Санкт-Петербург,sale,flat,5,26,1,36.5,-1,0,10990000.0,Московский,Смоленская ,18,Фрунзенская,Небо Москвы
Максим Васильев,realtor,https://spb.cian.ru/sale/flat/302151412/,Санкт-Петербург,sale,flat,20,20,2,63.8,-1,0,10990000.0,Красносельский, Маршала Казакова,60к1,Ленинский проспект,Балтийская волна
Агентство недвижимости Алексея Гусева,real_estate_agent,https://spb.cian.ru/sale/flat/302213691/,Санкт-Петербург,sale,flat,1,7,1,53.9,-1,0,11000000.0,Адмиралтейский, Декабристов,55,Балтийская,
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/298606278/,Санкт-Петербург,sale,flat,1,9,3,72.2,-1,0,11000000.0,Калининский,проспект Просвещения,53К3,Гражданский проспект,
Загородный стиль,real_estate_agent,https://spb.cian.ru/sale/flat/301174206/,Санкт-Петербург,sale,flat,1,10,1,45.9,-1,0,11000000.0,Курортный,Разъезжая ,7,,Зеленый город
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/298382717/,Санкт-Петербург,sale,flat,7,9,4,75.7,-1,0,11000000.0,Фрунзенский, Турку,9К3,Международная,
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/303760836/,Санкт-Петербург,sale,flat,7,9,3,71.5,-1,0,11000000.0,Приморский, Шаврова,9,Комендантский проспект,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302296694/,Санкт-Петербург,sale,flat,3,10,1,31.9,-1,0,11000000.0,Выборгский,Манчестерская ,5к1,Удельная,Svetlana Park
Инженер,real_estate_agent,https://spb.cian.ru/sale/flat/297086954/,Санкт-Петербург,sale,flat,12,21,1,39.0,-1,0,11000000.0,Невский, Дыбенко,2,Улица Дыбенко,Цивилизация на Неве
АН Екатерины Коломейцевой,real_estate_agent,https://spb.cian.ru/sale/flat/301230469/,Санкт-Петербург,sale,flat,2,2,2,55.0,-1,0,11150000.0,Приморский,Заповедная ,35а,Проспект Просвещения,
Экотон,real_estate_agent,https://spb.cian.ru/sale/flat/303666594/,Санкт-Петербург,sale,flat,2,16,2,54.7,-1,0,11150000.0,Выборгский, Хошимина,7к1,Проспект Просвещения,
Отделстрой,developer,https://spb.cian.ru/sale/flat/265730250/,Санкт-Петербург,sale,flat,9,12,1,34.93,-1,0,11150000.0,Выборгский,Большой Сампсониевский проспект,70к5,Выборгская,Новый Лесснер
Омега,real_estate_agent,https://spb.cian.ru/sale/flat/301162071/,Санкт-Петербург,sale,flat,6,18,2,69.1,-1,0,11200000.0,Красногвардейский,Ковалевская ,26,Ладожская,Стереос
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/299521089/,Санкт-Петербург,sale,flat,5,9,3,65.2,-1,0,11290000.0,Невский,Искровский проспект,30,Улица Дыбенко,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/299895162/,Санкт-Петербург,sale,flat,2,17,3,67.8,-1,0,11200000.0,Приморский,Стародеревенская ,6К3,Старая Деревня,
КВС,real_estate_agent,https://spb.cian.ru/sale/flat/299478940/,Санкт-Петербург,sale,flat,5,8,2,68.2,-1,0,11300000.0,Красносельский, Маршала Захарова,12к1,Ленинский проспект,
Хабита Северо-Запад,real_estate_agent,https://spb.cian.ru/sale/flat/303593756/,Санкт-Петербург,sale,flat,6,7,3,61.9,-1,0,11400000.0,Московский,Московское шоссе,6,Московская,
Свой Мир,real_estate_agent,https://spb.cian.ru/sale/flat/293976174/,Санкт-Петербург,sale,flat,6,18,1,41.8,-1,0,11400000.0,Невский,Октябрьская набережная,40,Проспект Большевиков,Цивилизация на Неве
ПИК,developer,https://spb.cian.ru/sale/flat/302368278/,Санкт-Петербург,sale,flat,1,13,1,34.9,-1,0,11328258.0,Выборгский,Кантемировская ,11,Лесная,Кантемировская 11
Эталон СПБ,developer,https://spb.cian.ru/sale/flat/303632184/,Санкт-Петербург,sale,flat,3,4,2,57.6,-1,0,11438843.0,Пушкинский,,,Купчино,Пулковский дом ЖК
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/299336143/,Санкт-Петербург,sale,flat,2,4,2,50.99,-1,0,11500000.0,Петродворцовый,,,Проспект Ветеранов,Дворцовый фасад ЖК
ДомИн,real_estate_agent,https://spb.cian.ru/sale/flat/302047307/,Санкт-Петербург,sale,flat,1,10,4,87.1,-1,0,11500000.0,Приморский,проспект Королева,43К2,Комендантский проспект,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/304047808/,Санкт-Петербург,sale,flat,21,24,2,55.0,-1,0,11500000.0,Приморский,аллея Арцеуловская,21,Комендантский проспект,Чистое небо
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/300197389/,Санкт-Петербург,sale,flat,4,5,3,75.6,-1,0,11500000.0,Калининский, Комиссара Смирнова,4Б,Площадь Ленина,
Невский простор,real_estate_agent,https://spb.cian.ru/sale/flat/299938887/,Санкт-Петербург,sale,flat,3,12,1,40.8,-1,0,11500000.0,Василеостровский, Нахимова,9,Приморская,
Свой Мир,real_estate_agent,https://spb.cian.ru/sale/flat/299450602/,Санкт-Петербург,sale,flat,15,18,1,42.8,-1,0,11500000.0,Невский,Октябрьская набережная,40,Проспект Большевиков,Цивилизация на Неве
СЕЗАН,real_estate_agent,https://spb.cian.ru/sale/flat/302212974/,Санкт-Петербург,sale,flat,9,26,1,46.6,-1,0,11500000.0,Приморский,Фермское шоссе,32,Удельная,Северная корона
Академия - центральный офис,real_estate_agent,https://spb.cian.ru/sale/flat/300331583/,Санкт-Петербург,sale,flat,1,5,3,68.4,-1,0,11600000.0,Невский, Седова,86,Ломоносовская,
Эталон СПБ,developer,https://spb.cian.ru/sale/flat/303632113/,Санкт-Петербург,sale,flat,1,12,1,40.0,-1,0,11649075.0,Московский,Черниговская ,17,Московские ворота,Квартал Che
РУСЛЕКС,real_estate_agent,https://spb.cian.ru/sale/flat/276486238/,Санкт-Петербург,sale,flat,14,16,3,73.6,-1,0,11650000.0,Невский,проспект Солидарности,10К3,Улица Дыбенко,
Эталон СПБ,developer,https://spb.cian.ru/sale/flat/303632083/,Санкт-Петербург,sale,flat,2,12,3,68.3,-1,0,11667325.0,Пушкинский,,,Звездная,Монография ЖК
Сбербанк,real_estate_agent,https://spb.cian.ru/sale/flat/303820536/,Санкт-Петербург,sale,flat,25,25,2,57.5,-1,0,11843460.0,Невский, Шелгунова,7к2,Пролетарская,Дом у Речного вокзала
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/301914175/,Санкт-Петербург,sale,flat,11,23,1,40.52,-1,0,11800000.0,Невский,Октябрьская набережная,36к3,Проспект Большевиков,Pulse Premier
Агентство Недвижимости КВАДРАТЫ,real_estate_agent,https://spb.cian.ru/sale/flat/303140721/,Санкт-Петербург,sale,flat,9,10,4,75.0,-1,0,11899000.0,Калининский,Северный проспект,65К1,Академическая,
Самолет Плюс СПБ Приморский,real_estate_agent,https://spb.cian.ru/sale/flat/302728509/,Санкт-Петербург,sale,flat,6,18,1,42.3,-1,0,11850000.0,Невский, Коллонтай,2,Проспект Большевиков,Коллонтай 2
Фабрика Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/304107767/,Санкт-Петербург,sale,flat,8,11,1,47.5,-1,0,11850000.0,Невский, Ольминского,10,Елизаровская,Ольминского 10
Свой Мир,real_estate_agent,https://spb.cian.ru/sale/flat/302204252/,Санкт-Петербург,sale,flat,2,5,1,35.3,-1,0,11800000.0,Петроградский,проспект Большой Петроградской стороны,47,Петроградская,
Адвекс,real_estate_agent,https://spb.cian.ru/sale/flat/299316703/,Санкт-Петербург,sale,flat,17,24,2,54.0,-1,0,11900000.0,Калининский,Лабораторный проспект,20к3,Лесная,Иван-да-Марья
